source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
MSV000085836-Sample-19	Homo sapiens	Pancreas	not available	PA-TU-8988T	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	PA-TU-8988T
MSV000085836-Sample-20	Homo sapiens	Ovary	not available	COV362	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COV362
MSV000085836-Sample-21	Homo sapiens	Breast	not available	JIMT-1	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JIMT-1
MSV000085836-Sample-22	Homo sapiens	Skin	not available	A-375	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A-375
MSV000085836-Sample-23	Homo sapiens	Breast	not available	KPL-1	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KPL-1
MSV000085836-Sample-24	Homo sapiens	Large Intestine	not available	SW620	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW620
MSV000085836-Sample-25	Homo sapiens	Skin	not available	A2058	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A2058
MSV000085836-Sample-26	Homo sapiens	Liver	not available	huH-1	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	huH-1
MSV000085836-Sample-27	Homo sapiens	Large Intestine	not available	MDST8	not available	1	run 83	f04750_Prot_03_F11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04750_Prot_03_F11.raw	1	11	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	MDST8
MSV000085836-Sample-19	Homo sapiens	Pancreas	not available	PA-TU-8988T	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	PA-TU-8988T
MSV000085836-Sample-20	Homo sapiens	Ovary	not available	COV362	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COV362
MSV000085836-Sample-21	Homo sapiens	Breast	not available	JIMT-1	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JIMT-1
MSV000085836-Sample-22	Homo sapiens	Skin	not available	A-375	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A-375
MSV000085836-Sample-23	Homo sapiens	Breast	not available	KPL-1	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	KPL-1
MSV000085836-Sample-24	Homo sapiens	Large Intestine	not available	SW620	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW620
MSV000085836-Sample-25	Homo sapiens	Skin	not available	A2058	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	A2058
MSV000085836-Sample-26	Homo sapiens	Liver	not available	huH-1	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	huH-1
MSV000085836-Sample-27	Homo sapiens	Large Intestine	not available	MDST8	not available	1	run 84	f04751_Prot_03_F12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04751_Prot_03_F12.raw	1	12	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	MDST8
MSV000085836-Sample-28	Homo sapiens	Large Intestine	not available	HCT 116	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCT 116
MSV000085836-Sample-29	Homo sapiens	Large Intestine	not available	HT-29	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HT-29
MSV000085836-Sample-30	Homo sapiens	Liver	not available	HLF	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HLF
MSV000085836-Sample-31	Homo sapiens	Breast	not available	CAMA-1	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CAMA-1
MSV000085836-Sample-32	Homo sapiens	Lung	not available	ABC-1	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	ABC-1
MSV000085836-Sample-33	Homo sapiens	Large Intestine	not available	HT115	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HT115
MSV000085836-Sample-34	Homo sapiens	Large Intestine	not available	RKO	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	RKO
MSV000085836-Sample-35	Homo sapiens	Skin	not available	SK-MEL-3	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-MEL-3
MSV000085836-Sample-36	Homo sapiens	Liver	not available	JHH-5	not available	1	run 85	f04867_Prot_04_F01.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04867_Prot_04_F01.raw	1	1	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JHH-5
MSV000085836-Sample-28	Homo sapiens	Large Intestine	not available	HCT 116	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCT 116
MSV000085836-Sample-29	Homo sapiens	Large Intestine	not available	HT-29	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HT-29
MSV000085836-Sample-30	Homo sapiens	Liver	not available	HLF	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HLF
MSV000085836-Sample-31	Homo sapiens	Breast	not available	CAMA-1	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	CAMA-1
MSV000085836-Sample-32	Homo sapiens	Lung	not available	ABC-1	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	ABC-1
MSV000085836-Sample-33	Homo sapiens	Large Intestine	not available	HT115	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HT115
MSV000085836-Sample-34	Homo sapiens	Large Intestine	not available	RKO	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	RKO
MSV000085836-Sample-35	Homo sapiens	Skin	not available	SK-MEL-3	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SK-MEL-3
MSV000085836-Sample-36	Homo sapiens	Liver	not available	JHH-5	not available	1	run 86	f04868_Prot_04_F02.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04868_Prot_04_F02.raw	1	2	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	JHH-5
MSV000085836-Sample-28	Homo sapiens	Large Intestine	not available	HCT 116	not available	1	run 87	f04869_Prot_04_F03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04869_Prot_04_F03.raw	1	3	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCT 116
MSV000085836-Sample-29	Homo sapiens	Large Intestine	not available	HT-29	not available	1	run 87	f04869_Prot_04_F03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04869_Prot_04_F03.raw	1	3	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HT-29
MSV000085836-Sample-30	Homo sapiens	Liver	not available	HLF	not available	1	run 87	f04869_Prot_04_F03.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/f04869_Prot_04_F03.raw	1	3	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HLF
