Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20170405_QEp2_PhGe_SA_LC12-14_Library6_F11	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	131	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F11.raw	1	11	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F12	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	132	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F12	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F12.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F12.raw	1	12	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F13	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	133	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F13.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F13.raw	1	13	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F14	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	134	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F14.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F14.raw	1	14	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F15	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	135	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F15.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F15.raw	1	15	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	136	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	137	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	138	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	139	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	140	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	141	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F22	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	142	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F22.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F22.raw	1	22	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F23	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	143	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F23	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F23.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F23.raw	1	23	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library6_F24	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	144	6	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library6_F24	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library6_F24.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library6_F24.raw	1	24	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F1_	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	145	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F1_	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F1_.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F1_.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F2	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	146	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F2	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F2.raw	1	2	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F3	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	147	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F3	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F3.raw	1	3	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F4	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	148	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F4	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F4.raw	1	4	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F5	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	149	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F5	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F5.raw	1	5	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F6	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	150	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F6.raw	1	6	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F7	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	151	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F7.raw	1	7	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F8	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	152	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F8.raw	1	8	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F9	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	153	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F9.raw	1	9	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F10	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	154	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F10.raw	1	10	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F11	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	155	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F11.raw	1	11	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F12	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	156	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F12	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F12.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F12.raw	1	12	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F13	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	157	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F13.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F13.raw	1	13	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F14	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	158	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F14.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F14.raw	1	14	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F15	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	159	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F15.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F15.raw	1	15	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F16	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	160	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F16	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F16.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F16.raw	1	16	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F17	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	161	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F17	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F17.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F17.raw	1	17	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F18	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	162	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F18	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F18.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F18.raw	1	18	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F19	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	163	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F19	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F19.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F19.raw	1	19	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F20	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	164	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F20	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F20.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F20.raw	1	20	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F21	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	165	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F21	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F21.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F21.raw	1	21	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20170405_QEp2_PhGe_SA_LC12-14_Library7_F22	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	166	7	Tissue	20170405_QEp2_PhGe_SA_LC12-14_Library7_F22	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20170405_QEp2_PhGe_SA_LC12-14_Library7_F22.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20170405_QEp2_PhGe_SA_LC12-14_Library7_F22.raw	1	22	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
