source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	characteristics[batch]	characteristics[Batch.Injection]	characteristics[Sample.Type]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	factor value[organism part]
PXD039023-Sample 244	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	251	biological	run 244	proteomic profiling by mass spectrometry	251_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/251_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 245	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	252	biological	run 245	proteomic profiling by mass spectrometry	252_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/252_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 246	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	253	biological	run 246	proteomic profiling by mass spectrometry	253_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/253_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 247	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	254	biological	run 247	proteomic profiling by mass spectrometry	254_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/254_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 248	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	255	biological	run 248	proteomic profiling by mass spectrometry	255_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/255_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 249	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	256	biological	run 249	proteomic profiling by mass spectrometry	256_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/256_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 250	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	257	biological	run 250	proteomic profiling by mass spectrometry	257_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/257_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 251	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	258	biological	run 251	proteomic profiling by mass spectrometry	258_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/258_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 252	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	260	MS.QC	run 252	proteomic profiling by mass spectrometry	260_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/260_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 253	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	261	biological	run 253	proteomic profiling by mass spectrometry	261_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/261_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 254	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	262	biological	run 254	proteomic profiling by mass spectrometry	262_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/262_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 255	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	263	biological	run 255	proteomic profiling by mass spectrometry	263_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/263_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 256	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	264	biological	run 256	proteomic profiling by mass spectrometry	264_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/264_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 257	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	265	biological	run 257	proteomic profiling by mass spectrometry	265_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/265_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 258	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	266	biological	run 258	proteomic profiling by mass spectrometry	266_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/266_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 259	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	267	biological	run 259	proteomic profiling by mass spectrometry	267_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/267_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 260	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	268	biological	run 260	proteomic profiling by mass spectrometry	268_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/268_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 261	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	269	biological	run 261	proteomic profiling by mass spectrometry	269_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/269_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 262	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	270	MS.QC	run 262	proteomic profiling by mass spectrometry	270_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/270_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 263	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	271	biological	run 263	proteomic profiling by mass spectrometry	271_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/271_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 264	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	272	biological	run 264	proteomic profiling by mass spectrometry	272_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/272_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 265	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	273	biological	run 265	proteomic profiling by mass spectrometry	273_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/273_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 266	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	274	biological	run 266	proteomic profiling by mass spectrometry	274_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/274_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 267	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	275	biological	run 267	proteomic profiling by mass spectrometry	275_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/275_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 268	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	276	biological	run 268	proteomic profiling by mass spectrometry	276_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/276_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 269	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	277	biological	run 269	proteomic profiling by mass spectrometry	277_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/277_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 270	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	278	biological	run 270	proteomic profiling by mass spectrometry	278_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/278_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 271	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	279	biological	run 271	proteomic profiling by mass spectrometry	279_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/279_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 272	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	280	MS.QC	run 272	proteomic profiling by mass spectrometry	280_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/280_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 273	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	281	biological	run 273	proteomic profiling by mass spectrometry	281_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/281_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 274	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	282	biological	run 274	proteomic profiling by mass spectrometry	282_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/282_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 275	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	283	biological	run 275	proteomic profiling by mass spectrometry	283_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/283_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 276	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	284	biological	run 276	proteomic profiling by mass spectrometry	284_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/284_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
PXD039023-Sample 277	Homo sapiens	blood plasma	not applicable	not available	not available	not available	not available	not available	1	1	285	biological	run 277	proteomic profiling by mass spectrometry	285_batch1.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/12/PXD039023/285_batch1.wiff	NT=Data-Independent Acquisition;AC=PRIDE:0000450	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000932;NT=TripleTOF 5600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	12 ppm	20 ppm	100m/z-1500m/z	blood plasma
