# Best Performing Samples
# Cluster: 0
# Total Samples: 4318
# Format: Sample_ID, Peptide_Sequences_Identified

2018_05_29_00_55_Q-Exactive-HF-X-Orbitrap_6073, 39302
2018_02_20_16_32_Q-Exactive-HF-X-Orbitrap_6071, 39300
2019_06_12_02_08_Q-Exactive-HF-X-Orbitrap_6075, 39298
2019_06_21_15_22_Q-Exactive-HF-X-Orbitrap_6101, 39292
2018_06_05_07_52_Q-Exactive-HF-X-Orbitrap_6071, 39291
2020_06_09_16_49_Orbitrap-Exploris-480_MA10132C, 39288
2019_10_07_14_00_Q-Exactive-HF-X-Orbitrap_6023, 39284
2018_02_09_21_56_Q-Exactive-HF-X-Orbitrap_6011, 39284
2019_09_09_16_06_Q-Exactive-HF-X-Orbitrap_6070, 39280
2018_05_29_06_17_Q-Exactive-HF-X-Orbitrap_6070, 39279
2020_06_05_23_11_Orbitrap-Exploris-480_MA10134C, 39277
2019_03_19_19_51_Q-Exactive-HF-X-Orbitrap_6078, 39275
2018_02_20_05_35_Q-Exactive-HF-X-Orbitrap_6011, 39274
2020_06_28_06_24_Orbitrap-Exploris-480_MA10132C, 39266
2019_11_01_18_21_Q-Exactive-HF-X-Orbitrap_6071, 39263
2017_09_05_17_56_Q-Exactive-HF-X-Orbitrap_6016, 39258
2019_10_15_01_27_Q-Exactive-HF-X-Orbitrap_6101, 39255
2018_07_20_15_27_Q-Exactive-HF-X-Orbitrap_6070, 39254
2019_01_07_22_05_Q-Exactive-HF-X-Orbitrap_6004, 39245
2018_05_05_03_44_Q-Exactive-HF-X-Orbitrap_6011, 39234
2018_05_27_08_26_Q-Exactive-HF-X-Orbitrap_6075, 39232
2018_06_11_14_14_Q-Exactive-HF-X-Orbitrap_6070, 39231
2020_02_04_15_39_Q-Exactive-HF-X-Orbitrap_6071, 39224
2018_05_26_16_09_Q-Exactive-HF-X-Orbitrap_6075, 39207
2018_06_02_00_10_Q-Exactive-HF-X-Orbitrap_6071, 39206
2018_12_28_20_54_Q-Exactive-HF-X-Orbitrap_6004, 39204
2019_12_09_22_14_Q-Exactive-HF-X-Orbitrap_6070, 39203
2018_12_17_21_12_Q-Exactive-HF-X-Orbitrap_6071, 39199
2020_09_04_22_46_Orbitrap-Exploris-480_MA10215C, 39199
2018_08_23_07_23_Q-Exactive-HF-X-Orbitrap_6073, 39193
2019_10_07_12_21_Q-Exactive-HF-X-Orbitrap_6023, 39193
2018_07_09_12_23_Q-Exactive-HF-X-Orbitrap_6101, 39188
2018_07_12_20_00_Q-Exactive-HF-X-Orbitrap_6101, 39186
2019_04_02_22_12_Q-Exactive-HF-X-Orbitrap_6011, 39181
2018_01_17_08_36_Q-Exactive-HF-X-Orbitrap_6075, 39180
2019_01_14_15_50_Q-Exactive-HF-X-Orbitrap_6073, 39173
2020_06_29_11_18_Orbitrap-Exploris-480_MA10132C, 39169
2018_07_16_18_39_Q-Exactive-HF-X-Orbitrap_6071, 39165
2019_01_10_23_23_Q-Exactive-HF-X-Orbitrap_6070, 39160
2019_12_14_11_40_Q-Exactive-HF-X-Orbitrap_6101, 39159
2018_10_09_20_22_Q-Exactive-HF-X-Orbitrap_6070, 39154
2018_07_20_12_49_Q-Exactive-HF-X-Orbitrap_6070, 39153
2019_12_20_18_31_Q-Exactive-HF-X-Orbitrap_6011, 39152
2018_06_07_22_02_Q-Exactive-HF-X-Orbitrap_6101, 39151
2020_06_26_15_26_Orbitrap-Exploris-480_MA10132C, 39151
2019_03_01_13_31_Q-Exactive-HF-X-Orbitrap_6011, 39149
2018_08_12_14_32_Q-Exactive-HF-X-Orbitrap_6071, 39147
2018_10_01_19_52_Q-Exactive-HF-X-Orbitrap_6070, 39145
2020_03_07_18_15_Q-Exactive-HF-X-Orbitrap_6070, 39144
2019_03_30_06_42_Q-Exactive-HF-X-Orbitrap_6101, 39126
2019_04_03_03_47_Q-Exactive-HF-X-Orbitrap_6011, 39123
2019_11_07_17_57_Q-Exactive-HF-X-Orbitrap_6078, 39121
2019_07_01_18_28_Q-Exactive-HF-X-Orbitrap_6022, 39114
2019_04_08_20_42_Q-Exactive-HF-X-Orbitrap_6075, 39113
2019_12_12_23_34_Q-Exactive-HF-X-Orbitrap_6101, 39110
2019_01_14_22_08_Q-Exactive-HF-X-Orbitrap_6078, 39108
2020_06_09_22_29_Orbitrap-Exploris-480_MA10132C, 39107
2018_01_27_04_31_Q-Exactive-HF-X-Orbitrap_6011, 39105
2018_01_16_23_16_Q-Exactive-HF-X-Orbitrap_6075, 39104
2018_09_12_12_49_Q-Exactive-HF-X-Orbitrap_6011, 39099
2018_06_27_15_53_Q-Exactive-HF-X-Orbitrap_6016, 39084
2020_05_22_17_43_Q-Exactive-HF-X-Orbitrap_6070, 39079
2018_06_17_21_52_Q-Exactive-HF-X-Orbitrap_6004, 39069
2019_08_16_18_24_Q-Exactive-HF-X-Orbitrap_6096, 39068
2018_04_08_01_48_Q-Exactive-HF-X-Orbitrap_6078, 39063
2020_06_06_02_20_Orbitrap-Exploris-480_MA10134C, 39061
2020_06_22_13_35_Orbitrap-Exploris-480_Invalid_SN_0001, 39057
2018_03_05_15_21_Q-Exactive-HF-X-Orbitrap_6071, 39056
2018_03_01_20_28_Q-Exactive-HF-X-Orbitrap_6078, 39048
2019_06_11_23_21_Q-Exactive-HF-X-Orbitrap_6075, 39044
2018_01_08_19_01_Q-Exactive-HF-X-Orbitrap_6078, 39040
2019_08_17_19_32_Q-Exactive-HF-X-Orbitrap_6101, 39040
2018_02_20_02_46_Q-Exactive-HF-X-Orbitrap_6011, 39039
2018_01_16_09_53_Q-Exactive-HF-X-Orbitrap_6075, 39035
2019_06_13_13_13_Q-Exactive-HF-X-Orbitrap_6101, 39031
2020_01_20_11_57_Q-Exactive-HF-X-Orbitrap_6071, 39024
2018_11_02_21_25_Q-Exactive-HF-X-Orbitrap_6078, 39020
2018_09_11_19_59_Q-Exactive-HF-X-Orbitrap_6075, 39018
2017_12_20_12_57_Q-Exactive-HF-X-Orbitrap_6078, 39017
2018_05_27_03_01_Q-Exactive-HF-X-Orbitrap_6075, 39010
2019_10_07_22_52_Q-Exactive-HF-X-Orbitrap_6004, 39004
2019_08_16_17_27_Q-Exactive-HF-X-Orbitrap_6078, 39000
2018_04_30_15_47_Q-Exactive-HF-X-Orbitrap_6011, 38998
2020_06_09_13_58_Orbitrap-Exploris-480_MA10132C, 38998
2020_06_21_17_16_Orbitrap-Exploris-480_Invalid_SN_0001, 38988
2019_09_23_19_06_Q-Exactive-HF-X-Orbitrap_6013, 38986
2019_11_30_15_15_Q-Exactive-HF-X-Orbitrap_6078, 38983
2018_09_27_17_17_Q-Exactive-HF-X-Orbitrap_6071, 38978
2020_06_18_12_45_Orbitrap-Exploris-480_MA10134C, 38977
2018_09_12_04_07_Q-Exactive-HF-X-Orbitrap_6011, 38971
2018_02_16_11_55_Q-Exactive-HF-X-Orbitrap_6004, 38970
2018_03_06_17_33_Q-Exactive-HF-X-Orbitrap_6070, 38964
2018_05_27_19_18_Q-Exactive-HF-X-Orbitrap_6075, 38957
2018_08_15_02_21_Q-Exactive-HF-X-Orbitrap_6101, 38944
2020_06_19_03_02_Orbitrap-Exploris-480_Invalid_SN_0001, 38943
2019_05_09_22_35_Q-Exactive-HF-X-Orbitrap_6096, 38937
2018_09_11_19_55_Q-Exactive-HF-X-Orbitrap_6011, 38928
2019_12_18_17_56_Q-Exactive-HF-X-Orbitrap_6078, 38924
2019_01_08_00_47_Q-Exactive-HF-X-Orbitrap_6004, 38924
2019_01_14_18_59_Q-Exactive-HF-X-Orbitrap_6073, 38920
2019_03_10_03_33_Q-Exactive-HF-X-Orbitrap_6101, 38909
2019_06_16_02_39_Q-Exactive-HF-X-Orbitrap_6101, 38908
2018_05_28_22_19_Q-Exactive-HF-X-Orbitrap_6070, 38908
2019_11_13_14_35_Q-Exactive-HF-X-Orbitrap_6101, 38902
2019_12_17_16_53_Q-Exactive-HF-X-Orbitrap_6096, 38902
2019_06_26_20_05_Q-Exactive-HF-X-Orbitrap_6044, 38896
2019_11_24_13_43_Q-Exactive-HF-X-Orbitrap_6096, 38893
2019_06_18_18_07_Q-Exactive-HF-X-Orbitrap_6101, 38891
2018_09_05_18_35_Q-Exactive-HF-X-Orbitrap_6078, 38890
2019_08_14_19_42_Q-Exactive-HF-X-Orbitrap_6016, 38888
2020_05_12_15_13_Q-Exactive-HF-X-Orbitrap_6070, 38883
2019_07_16_13_09_Q-Exactive-HF-X-Orbitrap_6071, 38883
2019_03_24_19_41_Q-Exactive-HF-X-Orbitrap_6073, 38882
2018_01_24_13_04_Q-Exactive-HF-X-Orbitrap_6075, 38882
2019_04_25_11_42_Q-Exactive-HF-X-Orbitrap_6078, 38880
2019_01_19_03_11_Q-Exactive-HF-X-Orbitrap_6101, 38878
2018_10_05_15_59_Q-Exactive-HF-X-Orbitrap_6011, 38878
2019_11_11_20_36_Q-Exactive-HF-X-Orbitrap_6011, 38870
2019_06_25_13_32_Q-Exactive-HF-X-Orbitrap_6011, 38867
2018_06_20_21_17_Q-Exactive-HF-X-Orbitrap_6071, 38865
2018_02_02_15_32_Q-Exactive-HF-X-Orbitrap_6075, 38857
2019_12_11_03_21_Q-Exactive-HF-X-Orbitrap_6071, 38856
2018_07_04_12_21_Q-Exactive-HF-X-Orbitrap_6101, 38850
2019_06_21_11_47_Q-Exactive-HF-X-Orbitrap_6022, 38850
2018_08_20_21_26_Q-Exactive-HF-X-Orbitrap_6004, 38845
2019_08_07_08_11_Q-Exactive-HF-X-Orbitrap_6101, 38840
2019_11_08_10_43_Q-Exactive-HF-X-Orbitrap_6096, 38835
2018_03_07_16_51_Q-Exactive-HF-X-Orbitrap_6073, 38833
2018_05_27_16_35_Q-Exactive-HF-X-Orbitrap_6075, 38818
2018_01_24_21_23_Q-Exactive-HF-X-Orbitrap_6071, 38816
2019_09_21_11_49_Q-Exactive-HF-X-Orbitrap_6096, 38814
2018_01_23_06_16_Q-Exactive-HF-X-Orbitrap_6073, 38813
2018_03_06_20_12_Q-Exactive-HF-X-Orbitrap_6070, 38808
2019_09_16_21_44_Q-Exactive-HF-X-Orbitrap_6101, 38806
2018_03_31_11_26_Q-Exactive-HF-X-Orbitrap_6078, 38799
2018_09_12_01_23_Q-Exactive-HF-X-Orbitrap_6011, 38799
2018_09_22_02_38_Q-Exactive-HF-X-Orbitrap_6070, 38797
2018_07_07_23_31_Q-Exactive-HF-X-Orbitrap_6096, 38793
2019_06_11_14_19_Q-Exactive-HF-X-Orbitrap_6025, 38788
2018_05_22_17_44_Q-Exactive-HF-X-Orbitrap_6078, 38781
2019_12_02_20_59_Q-Exactive-HF-X-Orbitrap_6004, 38779
2019_04_29_13_46_Q-Exactive-HF-X-Orbitrap_6022, 38768
2019_06_30_21_15_Q-Exactive-HF-X-Orbitrap_6070, 38763
2019_03_27_01_13_Q-Exactive-HF-X-Orbitrap_6070, 38759
2020_06_09_19_39_Orbitrap-Exploris-480_MA10132C, 38749
2019_12_10_22_51_Q-Exactive-HF-X-Orbitrap_6096, 38748
2019_01_29_09_01_Q-Exactive-HF-X-Orbitrap_6011, 38744
2019_02_05_00_48_Q-Exactive-HF-X-Orbitrap_6011, 38739
2018_09_13_18_19_Q-Exactive-HF-X-Orbitrap_6070, 38735
2018_12_04_19_39_Q-Exactive-HF-X-Orbitrap_6070, 38728
2018_06_01_18_03_Q-Exactive-HF-X-Orbitrap_6075, 38727
2018_04_14_10_25_Q-Exactive-HF-X-Orbitrap_6096, 38727
2018_09_24_18_32_Q-Exactive-HF-X-Orbitrap_6071, 38725
2020_06_05_16_54_Orbitrap-Exploris-480_MA10134C, 38725
2018_09_11_22_43_Q-Exactive-HF-X-Orbitrap_6075, 38720
2018_05_14_18_25_Q-Exactive-HF-X-Orbitrap_6011, 38718
2019_04_11_18_01_Q-Exactive-HF-X-Orbitrap_6101, 38715
2018_05_27_13_52_Q-Exactive-HF-X-Orbitrap_6075, 38712
2018_01_30_00_43_Q-Exactive-HF-X-Orbitrap_6011, 38709
2019_02_04_22_05_Q-Exactive-HF-X-Orbitrap_6011, 38693
2018_07_08_02_20_Q-Exactive-HF-X-Orbitrap_6096, 38691
2018_04_23_20_23_Q-Exactive-HF-X-Orbitrap_6096, 38684
2018_03_30_14_53_Q-Exactive-HF-X-Orbitrap_6078, 38681
2019_01_14_19_13_Q-Exactive-HF-X-Orbitrap_6078, 38681
2019_02_21_20_35_Q-Exactive-HF-X-Orbitrap_6101, 38674
2019_05_15_19_42_Q-Exactive-HF-X-Orbitrap_6044, 38670
2018_08_14_23_36_Q-Exactive-HF-X-Orbitrap_6070, 38665
2018_05_27_22_01_Q-Exactive-HF-X-Orbitrap_6075, 38661
2020_03_01_09_09_Orbitrap-Exploris-480_MA10134C, 38659
2018_03_20_16_27_Q-Exactive-HF-X-Orbitrap_6073, 38654
2018_09_11_22_39_Q-Exactive-HF-X-Orbitrap_6011, 38652
2019_04_29_01_45_Q-Exactive-HF-X-Orbitrap_6078, 38650
2019_04_25_11_22_Q-Exactive-HF-X-Orbitrap_6025, 38643
2018_03_06_00_35_Q-Exactive-HF-X-Orbitrap_6096, 38629
2019_01_29_11_47_Q-Exactive-HF-X-Orbitrap_6011, 38627
2019_01_17_18_19_Q-Exactive-HF-X-Orbitrap_6101, 38624
2019_10_31_18_35_Q-Exactive-HF-X-Orbitrap_6071, 38613
2018_09_12_15_05_Q-Exactive-HF-X-Orbitrap_6075, 38603
2019_01_15_20_10_Q-Exactive-HF-X-Orbitrap_6096, 38599
2018_04_21_07_21_Q-Exactive-HF-X-Orbitrap_6075, 38595
2019_02_13_06_58_Q-Exactive-HF-X-Orbitrap_6101, 38594
2020_07_05_22_21_Orbitrap-Exploris-480_Invalid_SN_0001, 38593
2018_11_13_18_13_Q-Exactive-HF-X-Orbitrap_6073, 38590
2018_03_12_17_54_Q-Exactive-HF-X-Orbitrap_6016, 38589
2020_03_01_20_56_Orbitrap-Exploris-480_MA10134C, 38587
2018_01_17_12_58_Q-Exactive-HF-X-Orbitrap_6075, 38584
2019_11_22_09_05_Q-Exactive-HF-X-Orbitrap_6101, 38584
2018_06_01_21_31_Q-Exactive-HF-X-Orbitrap_6071, 38580
2018_04_06_21_52_Q-Exactive-HF-X-Orbitrap_6078, 38572
2018_07_14_14_40_Q-Exactive-HF-X-Orbitrap_6101, 38571
2018_08_14_08_40_Q-Exactive-HF-X-Orbitrap_6075, 38564
2018_05_29_00_58_Q-Exactive-HF-X-Orbitrap_6070, 38563
2018_10_07_07_49_Q-Exactive-HF-X-Orbitrap_6011, 38560
2019_12_13_09_06_Q-Exactive-HF-X-Orbitrap_6101, 38559
2018_10_07_10_37_Q-Exactive-HF-X-Orbitrap_6011, 38555
2018_06_30_06_55_Q-Exactive-HF-X-Orbitrap_6078, 38551
2019_04_11_08_01_Q-Exactive-HF-X-Orbitrap_6101, 38550
2020_03_01_15_02_Orbitrap-Exploris-480_MA10134C, 38546
2019_03_22_03_51_Q-Exactive-HF-X-Orbitrap_6070, 38545
2018_01_29_21_55_Q-Exactive-HF-X-Orbitrap_6011, 38543
2019_06_12_04_56_Q-Exactive-HF-X-Orbitrap_6075, 38532
2016_12_07_17_37_Q-Exactive-HF-Orbitrap_207, 38531
2018_07_25_02_10_Q-Exactive-HF-X-Orbitrap_6070, 38528
2020_06_22_18_52_Orbitrap-Exploris-480_Invalid_SN_0001, 38525
2018_04_14_11_08_Q-Exactive-HF-X-Orbitrap_6101, 38523
2019_09_12_17_43_Q-Exactive-HF-X-Orbitrap_6016, 38510
2018_03_21_17_38_Q-Exactive-HF-X-Orbitrap_6070, 38509
2018_06_30_04_18_Q-Exactive-HF-X-Orbitrap_6078, 38506
2018_09_22_00_01_Q-Exactive-HF-X-Orbitrap_6070, 38503
2019_10_07_10_41_Q-Exactive-HF-X-Orbitrap_6023, 38501
2018_09_21_21_25_Q-Exactive-HF-X-Orbitrap_6070, 38498
2018_08_14_20_43_Q-Exactive-HF-X-Orbitrap_6101, 38486
2018_08_14_00_18_Q-Exactive-HF-X-Orbitrap_6075, 38479
2019_08_05_13_02_Q-Exactive-HF-X-Orbitrap_6070, 38472
2018_06_02_18_29_Q-Exactive-HF-X-Orbitrap_6075, 38465
2019_07_22_17_02_Q-Exactive-HF-X-Orbitrap_6096, 38460
2020_07_22_15_55_Orbitrap-Exploris-480_MA10134C, 38455
2019_10_29_21_49_Q-Exactive-HF-X-Orbitrap_6073, 38453
2018_02_26_12_40_Q-Exactive-HF-X-Orbitrap_6070, 38432
2019_02_13_18_40_Q-Exactive-HF-X-Orbitrap_6016, 38432
2018_03_06_14_54_Q-Exactive-HF-X-Orbitrap_6070, 38426
2019_08_04_20_12_Q-Exactive-HF-X-Orbitrap_6078, 38416
2019_08_14_17_00_Q-Exactive-HF-X-Orbitrap_6016, 38408
2018_07_01_22_47_Q-Exactive-HF-X-Orbitrap_6011, 38408
2019_03_08_14_06_Q-Exactive-HF-X-Orbitrap_6101, 38408
2019_12_09_19_25_Q-Exactive-HF-X-Orbitrap_6070, 38407
2019_11_23_18_21_Q-Exactive-HF-X-Orbitrap_6071, 38403
2018_07_04_15_03_Q-Exactive-HF-X-Orbitrap_6101, 38401
2018_08_17_15_49_Q-Exactive-HF-X-Orbitrap_6070, 38398
2019_09_30_22_01_Q-Exactive-HF-X-Orbitrap_6075, 38383
2018_07_10_00_09_Q-Exactive-HF-X-Orbitrap_6004, 38380
2019_09_12_15_02_Q-Exactive-HF-X-Orbitrap_6016, 38377
2018_02_13_21_58_Q-Exactive-HF-X-Orbitrap_6071, 38373
2019_09_12_15_27_Q-Exactive-HF-X-Orbitrap_6101, 38368
2018_07_03_13_42_Q-Exactive-HF-X-Orbitrap_6071, 38367
2019_04_18_17_35_Q-Exactive-HF-X-Orbitrap_6028, 38361
2018_07_06_10_04_Q-Exactive-HF-X-Orbitrap_6096, 38360
2019_08_16_00_41_Q-Exactive-HF-X-Orbitrap_6096, 38358
2020_06_02_09_41_Q-Exactive-HF-X-Orbitrap_6070, 38345
2019_01_07_19_24_Q-Exactive-HF-X-Orbitrap_6004, 38343
2018_04_13_12_18_Q-Exactive-HF-X-Orbitrap_6101, 38341
2018_10_10_12_12_Q-Exactive-HF-X-Orbitrap_6070, 38338
2019_05_11_22_11_Q-Exactive-HF-X-Orbitrap_6096, 38333
2020_06_27_15_58_Orbitrap-Exploris-480_MA10132C, 38325
2019_05_14_16_02_Q-Exactive-HF-X-Orbitrap_6324, 38321
2018_01_24_18_40_Q-Exactive-HF-X-Orbitrap_6071, 38321
2019_10_03_21_19_Q-Exactive-HF-X-Orbitrap_6075, 38308
2018_08_13_21_31_Q-Exactive-HF-X-Orbitrap_6075, 38305
2019_10_01_00_47_Q-Exactive-HF-X-Orbitrap_6075, 38303
2019_09_20_16_47_Q-Exactive-HF-X-Orbitrap_6016, 38301
2019_07_01_13_46_Q-Exactive-HF-X-Orbitrap_6101, 38295
2018_06_27_17_21_Q-Exactive-HF-X-Orbitrap_6071, 38295
2018_09_19_19_30_Q-Exactive-HF-X-Orbitrap_6071, 38288
2019_08_07_14_47_Q-Exactive-HF-X-Orbitrap_6101, 38285
2018_01_16_02_44_Q-Exactive-HF-X-Orbitrap_6075, 38285
2018_11_15_01_01_Q-Exactive-HF-X-Orbitrap_6073, 38285
2019_10_21_23_05_Q-Exactive-HF-X-Orbitrap_6025, 38277
2018_04_05_18_34_Q-Exactive-HF-X-Orbitrap_6016, 38257
2018_07_11_00_09_Q-Exactive-HF-X-Orbitrap_6073, 38255
2018_04_14_17_44_Q-Exactive-HF-X-Orbitrap_6073, 38253
2019_09_16_10_33_Q-Exactive-HF-X-Orbitrap_6070, 38241
2017_12_14_15_21_Q-Exactive-HF-X-Orbitrap_6071, 38238
2019_08_10_23_09_Q-Exactive-HF-X-Orbitrap_6078, 38237
2019_02_19_17_57_Q-Exactive-HF-X-Orbitrap_6073, 38237
2019_12_17_15_37_Q-Exactive-HF-X-Orbitrap_6075, 38237
2018_08_25_18_30_Q-Exactive-HF-X-Orbitrap_6075, 38235
2019_10_13_10_59_Q-Exactive-HF-X-Orbitrap_6101, 38232
2018_07_07_20_43_Q-Exactive-HF-X-Orbitrap_6096, 38229
2019_10_04_00_06_Q-Exactive-HF-X-Orbitrap_6075, 38228
2019_10_14_17_08_Q-Exactive-HF-X-Orbitrap_6101, 38228
2019_06_22_16_17_Q-Exactive-HF-X-Orbitrap_6101, 38226
2019_02_04_21_42_Q-Exactive-HF-X-Orbitrap_6075, 38223
2018_01_29_16_18_Q-Exactive-HF-X-Orbitrap_6011, 38221
2017_09_13_17_12_Q-Exactive-HF-X-Orbitrap_6004, 38220
2018_07_03_17_36_Q-Exactive-HF-X-Orbitrap_6011, 38209
2018_09_28_10_13_Q-Exactive-HF-X-Orbitrap_6011, 38209
2019_06_27_11_21_Q-Exactive-HF-X-Orbitrap_6078, 38207
2018_12_04_22_16_Q-Exactive-HF-X-Orbitrap_6070, 38198
2020_06_26_18_23_Orbitrap-Exploris-480_MA10132C, 38195
2020_07_08_15_37_Orbitrap-Exploris-480_Invalid_SN_0001, 38193
2019_07_18_06_44_Q-Exactive-HF-X-Orbitrap_6096, 38192
2018_08_25_15_40_Q-Exactive-HF-X-Orbitrap_6075, 38192
2020_05_20_15_35_Q-Exactive-HF-X-Orbitrap_6070, 38163
2018_04_23_20_37_Q-Exactive-HF-X-Orbitrap_6073, 38162
2018_08_27_20_48_Q-Exactive-HF-X-Orbitrap_6004, 38153
2018_01_07_20_21_Q-Exactive-HF-X-Orbitrap_6078, 38152
2018_04_25_04_20_Q-Exactive-HF-X-Orbitrap_6096, 38152
2018_02_13_18_58_Q-Exactive-HF-X-Orbitrap_6071, 38148
2018_03_06_03_26_Q-Exactive-HF-X-Orbitrap_6096, 38147
2019_04_23_14_59_Q-Exactive-HF-X-Orbitrap_6070, 38141
2018_10_24_18_14_Exactive-Series-Orbitrap_6004, 38141
2019_12_20_15_40_Q-Exactive-HF-X-Orbitrap_6011, 38138
2018_06_20_18_40_Q-Exactive-HF-X-Orbitrap_6071, 38136
2018_06_16_22_33_Q-Exactive-HF-X-Orbitrap_6070, 38136
2018_01_29_19_06_Q-Exactive-HF-X-Orbitrap_6011, 38134
2019_05_14_17_04_Q-Exactive-HF-X-Orbitrap_6022, 38132
2018_04_13_12_14_Q-Exactive-HF-X-Orbitrap_6096, 38129
2018_07_09_21_27_Q-Exactive-HF-X-Orbitrap_6004, 38123
2018_08_14_05_53_Q-Exactive-HF-X-Orbitrap_6075, 38123
2020_10_16_23_27_Orbitrap-Exploris-480_MA10132C, 38120
2018_01_23_03_29_Q-Exactive-HF-X-Orbitrap_6073, 38116
2019_01_29_20_26_Q-Exactive-HF-X-Orbitrap_6101, 38115
2018_08_13_18_44_Q-Exactive-HF-X-Orbitrap_6075, 38113
2018_08_14_11_28_Q-Exactive-HF-X-Orbitrap_6075, 38111
2018_06_30_16_00_Q-Exactive-HF-X-Orbitrap_6073, 38109
2019_11_28_18_43_Q-Exactive-HF-X-Orbitrap_6075, 38104
2019_05_28_20_37_Q-Exactive-HF-X-Orbitrap_6096, 38101
2019_04_23_22_39_Q-Exactive-HF-X-Orbitrap_6016, 38101
2018_06_06_15_12_Q-Exactive-HF-X-Orbitrap_6071, 38094
2018_08_13_18_52_Q-Exactive-HF-X-Orbitrap_6071, 38094
2019_02_15_14_13_Q-Exactive-HF-X-Orbitrap_6073, 38092
2019_07_01_11_00_Q-Exactive-HF-X-Orbitrap_6101, 38088
2018_10_16_15_14_Q-Exactive-HF-X-Orbitrap_6070, 38081
2020_06_26_10_31_Orbitrap-Exploris-480_MA10132C, 38079
2019_11_21_12_24_Q-Exactive-HF-X-Orbitrap_6101, 38075
2018_06_20_10_49_Q-Exactive-HF-X-Orbitrap_6078, 38075
2018_03_22_15_30_Q-Exactive-HF-X-Orbitrap_6075, 38071
2019_10_25_17_11_Q-Exactive-HF-X-Orbitrap_6013, 38070
2019_08_23_14_05_Q-Exactive-HF-X-Orbitrap_6096, 38060
2019_12_02_18_16_Q-Exactive-HF-X-Orbitrap_6004, 38056
2020_06_27_08_32_Orbitrap-Exploris-480_MA10215C, 38054
2019_07_15_13_20_Q-Exactive-HF-X-Orbitrap_6096, 38049
2019_08_27_15_31_Q-Exactive-HF-X-Orbitrap_6101, 38048
2018_06_01_16_14_Q-Exactive-HF-X-Orbitrap_6071, 38044
2018_01_31_11_37_Q-Exactive-HF-X-Orbitrap_6071, 38043
2018_03_11_22_43_Q-Exactive-HF-X-Orbitrap_6016, 38041
2020_02_17_13_55_Q-Exactive-HF-X-Orbitrap_6070, 38038
2018_01_12_19_47_Q-Exactive-HF-X-Orbitrap_6071, 38037
2018_07_05_01_43_Q-Exactive-HF-X-Orbitrap_6071, 38025
2018_05_25_22_01_Q-Exactive-HF-X-Orbitrap_6073, 38024
2018_02_15_12_35_Q-Exactive-HF-X-Orbitrap_6101, 38014
2018_08_25_21_19_Q-Exactive-HF-X-Orbitrap_6075, 38008
2020_06_27_03_08_Orbitrap-Exploris-480_MA10215C, 38007
2019_11_18_12_44_Q-Exactive-HF-X-Orbitrap_6071, 37997
2018_01_22_17_21_Q-Exactive-HF-X-Orbitrap_6004, 37997
2019_09_12_14_05_Q-Exactive-HF-X-Orbitrap_6073, 37995
2019_02_02_02_08_Q-Exactive-HF-X-Orbitrap_6011, 37993
2018_06_16_19_53_Q-Exactive-HF-X-Orbitrap_6070, 37989
2019_10_01_03_33_Q-Exactive-HF-X-Orbitrap_6075, 37987
2018_08_14_17_03_Q-Exactive-HF-X-Orbitrap_6075, 37984
2019_02_21_17_46_Q-Exactive-HF-X-Orbitrap_6101, 37983
2019_10_07_17_24_Q-Exactive-HF-X-Orbitrap_6004, 37981
2018_01_26_18_34_Q-Exactive-HF-X-Orbitrap_6101, 37981
2018_09_06_22_44_Q-Exactive-HF-X-Orbitrap_6073, 37977
2019_08_14_17_44_Q-Exactive-HF-X-Orbitrap_6070, 37967
2018_12_17_18_36_Q-Exactive-HF-X-Orbitrap_6071, 37965
2019_01_14_16_19_Q-Exactive-HF-X-Orbitrap_6078, 37952
2018_07_05_17_18_Q-Exactive-HF-X-Orbitrap_6096, 37949
2018_07_15_20_42_Q-Exactive-HF-X-Orbitrap_6101, 37945
2019_07_24_18_27_Q-Exactive-HF-X-Orbitrap_6096, 37944
2018_02_16_15_38_Q-Exactive-HF-X-Orbitrap_6078, 37941
2019_10_07_14_11_Q-Exactive-HF-X-Orbitrap_6013, 37934
2018_06_03_02_38_Q-Exactive-HF-X-Orbitrap_6075, 37932
2018_06_02_02_49_Q-Exactive-HF-X-Orbitrap_6071, 37931
2018_10_14_00_12_Q-Exactive-HF-X-Orbitrap_6101, 37925
2019_05_21_22_49_Q-Exactive-HF-X-Orbitrap_6324, 37921
2020_02_15_06_08_Q-Exactive-HF-X-Orbitrap_6071, 37916
2019_02_04_19_21_Q-Exactive-HF-X-Orbitrap_6011, 37911
2019_05_28_17_51_Q-Exactive-HF-X-Orbitrap_6096, 37908
2018_06_02_05_27_Q-Exactive-HF-X-Orbitrap_6071, 37907
2018_01_22_22_56_Q-Exactive-HF-X-Orbitrap_6004, 37907
2019_01_31_12_10_Q-Exactive-HF-X-Orbitrap_6071, 37900
2019_09_11_09_48_Q-Exactive-HF-X-Orbitrap_6101, 37899
2018_08_26_02_57_Q-Exactive-HF-X-Orbitrap_6075, 37888
2020_01_03_20_10_Q-Exactive-HF-X-Orbitrap_6070, 37885
2019_05_10_18_26_Q-Exactive-HF-X-Orbitrap_6101, 37884
2019_06_21_16_35_Q-Exactive-HF-X-Orbitrap_6022, 37877
2018_07_24_23_30_Q-Exactive-HF-X-Orbitrap_6070, 37876
