Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[metastasis site]	Sample Characteristic Ontology Term[metastasis site]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR900138	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	GAK		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383			GAK		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900139	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	G-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				G-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900140	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	H-EMC-SS		bone	http://purl.obolibrary.org/obo/UBERON_0002481	chondrosarcoma	http://www.ebi.ac.uk/efo/EFO_0000333	female	http://purl.obolibrary.org/obo/PATO_0000383			H-EMC-SS		bone	http://purl.obolibrary.org/obo/UBERON_0002481	chondrosarcoma	http://www.ebi.ac.uk/efo/EFO_0000333	Yes
ERR900141	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HMV-II		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383			HMV-II		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900142	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IST-MEL1		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				IST-MEL1		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900143	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	K2		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				K2		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900144	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB2518-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383			LB2518-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900145	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB373-MEL-D		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383			LB373-MEL-D		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900146	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	M14	http://www.ebi.ac.uk/efo/EFO_0003056	skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	male	http://purl.obolibrary.org/obo/PATO_0000384			M14	http://www.ebi.ac.uk/efo/EFO_0003056	skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900147	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ASH-3		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	female	http://purl.obolibrary.org/obo/PATO_0000383			ASH-3		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	Yes
ERR900148	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BB65-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			BB65-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR900149	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CGTH-W-1		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	follicular thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000501	female	http://purl.obolibrary.org/obo/PATO_0000383			CGTH-W-1		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	follicular thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000501	Yes
ERR900150	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HA7-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			HA7-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR900151	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HTC-C3		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	female	http://purl.obolibrary.org/obo/PATO_0000383			HTC-C3		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	Yes
ERR900152	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IHH-4		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	male	http://purl.obolibrary.org/obo/PATO_0000384	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	IHH-4		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	Yes
ERR900153	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	IM-9		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	female	http://purl.obolibrary.org/obo/PATO_0000383			IM-9		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	Yes
ERR900154	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	K5		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	not available				K5		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	Yes
ERR900155	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	KMH-2		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	not available				KMH-2		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	Yes
ERR900156	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB2241-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			LB2241-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR900157	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB996-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			LB996-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR900158	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MCC26		skin	http://purl.obolibrary.org/obo/UBERON_0000014	Merkel cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1001471	female	http://purl.obolibrary.org/obo/PATO_0000383			MCC26		skin	http://purl.obolibrary.org/obo/UBERON_0000014	Merkel cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1001471	Yes
ERR900159	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MC-CAR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	plasmacytoma	http://www.ebi.ac.uk/efo/EFO_0006738	male	http://purl.obolibrary.org/obo/PATO_0000384			MC-CAR		hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390	plasmacytoma	http://www.ebi.ac.uk/efo/EFO_0006738	Yes
ERR900160	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MMAC-SF		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383	unspecified		MMAC-SF		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900161	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MZ2-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				MZ2-MEL		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900162	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	MZ7-mel		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	female	http://purl.obolibrary.org/obo/PATO_0000383			MZ7-mel		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR900163	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCC021		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	not available				NCC021		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	Yes
ERR900164	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H748	http://www.ebi.ac.uk/efo/EFO_0002304	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	male	http://purl.obolibrary.org/obo/PATO_0000384	unspecified		NCI-H748	http://www.ebi.ac.uk/efo/EFO_0002304	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR900165	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H820	http://www.ebi.ac.uk/efo/EFO_0003125	lung	http://purl.obolibrary.org/obo/UBERON_0002048	papillary lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000046	male	http://purl.obolibrary.org/obo/PATO_0000384	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	NCI-H820	http://www.ebi.ac.uk/efo/EFO_0003125	lung	http://purl.obolibrary.org/obo/UBERON_0002048	papillary lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000046	Yes
ERR900166	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H835		lung	http://purl.obolibrary.org/obo/UBERON_0002048	carcinoid tumor	http://www.ebi.ac.uk/efo/EFO_0004243	female	http://purl.obolibrary.org/obo/PATO_0000383			NCI-H835		lung	http://purl.obolibrary.org/obo/UBERON_0002048	carcinoid tumor	http://www.ebi.ac.uk/efo/EFO_0004243	Yes
ERR900167	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H847	http://www.ebi.ac.uk/efo/EFO_0006696	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	male	http://purl.obolibrary.org/obo/PATO_0000384	pleura	http://purl.obolibrary.org/obo/UBERON_0000977	NCI-H847	http://www.ebi.ac.uk/efo/EFO_0006696	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR900168	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	OCUB-M		breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	female	http://purl.obolibrary.org/obo/PATO_0000383			OCUB-M		breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	Yes
ERR900169	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ES5		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			ES5		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR900170	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ES6		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			ES6		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR900171	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ES7		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			ES7		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR900172	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ES8		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			ES8		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR900173	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EVSA-T	http://www.ebi.ac.uk/efo/EFO_0006574	breast	http://purl.obolibrary.org/obo/UBERON_0000310	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	female	http://purl.obolibrary.org/obo/PATO_0000383	peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	EVSA-T	http://www.ebi.ac.uk/efo/EFO_0006574	breast	http://purl.obolibrary.org/obo/UBERON_0000310	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
ERR900174	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EW-1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			EW-1		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR900175	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EW-11		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	female	http://purl.obolibrary.org/obo/PATO_0000383			EW-11		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR905178	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SBC-1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	male	http://purl.obolibrary.org/obo/PATO_0000384			SBC-1		lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR905179	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SBC-3	http://www.ebi.ac.uk/efo/EFO_0002854	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	not available				SBC-3	http://www.ebi.ac.uk/efo/EFO_0002854	lung	http://purl.obolibrary.org/obo/UBERON_0002048	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
ERR905180	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-MEL-2	http://www.ebi.ac.uk/efo/EFO_0002079	skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	male	http://purl.obolibrary.org/obo/PATO_0000384	skin	http://purl.obolibrary.org/obo/UBERON_0000014	SK-MEL-2	http://www.ebi.ac.uk/efo/EFO_0002079	skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR905181	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SK-PN-DW		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	male	http://purl.obolibrary.org/obo/PATO_0000384			SK-PN-DW		bone	http://purl.obolibrary.org/obo/UBERON_0002481	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
ERR905182	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	SW13		adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002369	adrenocortical carcinoma	http://www.ebi.ac.uk/efo/EFO_1000796	female	http://purl.obolibrary.org/obo/PATO_0000383			SW13		adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002369	adrenocortical carcinoma	http://www.ebi.ac.uk/efo/EFO_1000796	Yes
ERR905183	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TK10	http://www.ebi.ac.uk/efo/EFO_0006765	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	male	http://purl.obolibrary.org/obo/PATO_0000384			TK10	http://www.ebi.ac.uk/efo/EFO_0006765	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	Yes
ERR905184	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	U031		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	not available				U031		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	Yes
ERR905185	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	U-CH2		bone	http://purl.obolibrary.org/obo/UBERON_0002481	chordoma	http://www.orpha.net/ORDO/Orphanet_178	female	http://purl.obolibrary.org/obo/PATO_0000383			U-CH2		bone	http://purl.obolibrary.org/obo/UBERON_0002481	chordoma	http://www.orpha.net/ORDO/Orphanet_178	Yes
ERR905186	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	UMC-11	http://www.ebi.ac.uk/efo/EFO_0002386	lung	http://purl.obolibrary.org/obo/UBERON_0002048	carcinoid tumor	http://www.ebi.ac.uk/efo/EFO_0004243	not available				UMC-11	http://www.ebi.ac.uk/efo/EFO_0002386	lung	http://purl.obolibrary.org/obo/UBERON_0002048	carcinoid tumor	http://www.ebi.ac.uk/efo/EFO_0004243	Yes
ERR905187	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VMRC-LCD	http://www.ebi.ac.uk/efo/EFO_0006773	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	male	http://purl.obolibrary.org/obo/PATO_0000384			VMRC-LCD	http://www.ebi.ac.uk/efo/EFO_0006773	lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
ERR905188	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WM1552C		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				WM1552C		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR905189	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WM278		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available				WM278		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR905190	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WM793B		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	male	http://purl.obolibrary.org/obo/PATO_0000384	lung	http://purl.obolibrary.org/obo/UBERON_0002048	WM793B		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR905192	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-AB		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			RCC-AB		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR905193	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-JF		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	female	http://purl.obolibrary.org/obo/PATO_0000383			RCC-JF		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR905194	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-JW		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			RCC-JW		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR905195	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RCC-MF		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	male	http://purl.obolibrary.org/obo/PATO_0000384			RCC-MF		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR905196	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RO82-W-1		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	follicular thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000501	female	http://purl.obolibrary.org/obo/PATO_0000383	unspecified		RO82-W-1		thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	follicular thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000501	Yes
ERR910266	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LB1047-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	female	http://purl.obolibrary.org/obo/PATO_0000383			LB1047-RCC		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	clear cell renal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000349	Yes
ERR910267	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCC010		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	not available				NCC010		kidney	http://purl.obolibrary.org/obo/UBERON_0002113	renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000681	Yes
ERR910268	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RVH-421		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	male	http://purl.obolibrary.org/obo/PATO_0000384			RVH-421		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR912726	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CP50-MEL-B		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	male	http://purl.obolibrary.org/obo/PATO_0000384			CP50-MEL-B		skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	No
