Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[tissue supergroup]	Sample Characteristic Ontology Term[tissue supergroup]	Sample Characteristic[metatastic tissue]	Sample Characteristic Ontology Term[metatastic tissue]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[age]	Sample Characteristic Ontology Term[age]	Sample Characteristic[sex]	Sample Characteristic Ontology Term[sex]	Sample Characteristic[ethnicity]	Sample Characteristic Ontology Term[ethnicity]	Sample Characteristic[media]	Sample Characteristic Ontology Term[media]	Sample Characteristic[freeze media]	Sample Characteristic Ontology Term[freeze media]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
ERR413569	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCT 116	http://www.ebi.ac.uk/efo/EFO_0002824	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		McCoys 5A,  10% FBS, 2mM L-glutamine		50% FBS, 40% media, 10% DMSO		HCT 116	http://www.ebi.ac.uk/efo/EFO_0002824	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413570	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCT-15	http://www.ebi.ac.uk/efo/EFO_0002188	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS, 10% DMSO		HCT-15	http://www.ebi.ac.uk/efo/EFO_0002188	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413571	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCT-8	http://www.ebi.ac.uk/efo/EFO_0002189	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	ileum	http://purl.obolibrary.org/obo/UBERON_0002116	ileum adenocarcinoma		not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HCT-8	http://www.ebi.ac.uk/efo/EFO_0002189	ileum	http://purl.obolibrary.org/obo/UBERON_0002116	ileum adenocarcinoma		Yes
ERR413572	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEC-1-A	http://www.ebi.ac.uk/efo/EFO_0002191	uterus	http://purl.obolibrary.org/obo/UBERON_0000995	endometrium	http://purl.obolibrary.org/obo/UBERON_0001295	uterus	http://purl.obolibrary.org/obo/UBERON_0000995	uterine adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002919	71 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		McCoys 5A, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HEC-1-A	http://www.ebi.ac.uk/efo/EFO_0002191	uterus	http://purl.obolibrary.org/obo/UBERON_0000995	uterine adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002919	Yes
ERR413573	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEL	http://www.ebi.ac.uk/efo/EFO_0006579	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	erythroleukemia	http://www.ebi.ac.uk/efo/EFO_0000218	30 year		male	http://purl.obolibrary.org/obo/PATO_0000384	not available		RPMI-1640, 10% HI FBS, 2mM Glutamine		Complete growth medium, 90%; DMSO, 10%		HEL	http://www.ebi.ac.uk/efo/EFO_0006579	blood	http://purl.obolibrary.org/obo/UBERON_0000178	erythroleukemia	http://www.ebi.ac.uk/efo/EFO_0000218	Yes
ERR413574	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HeLa	http://www.ebi.ac.uk/efo/EFO_0001185	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0001416	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	African	http://purl.obolibrary.org/obo/HANCESTRO_0010	EMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HeLa	http://www.ebi.ac.uk/efo/EFO_0001185	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0001416	Yes
ERR413575	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hep G2	http://www.ebi.ac.uk/efo/EFO_0001187	liver	http://purl.obolibrary.org/obo/UBERON_0002107	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	15 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	EMEM ATCC, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hep G2	http://www.ebi.ac.uk/efo/EFO_0001187	liver	http://purl.obolibrary.org/obo/UBERON_0002107	hepatocellular carcinoma	http://www.ebi.ac.uk/efo/EFO_0000182	Yes
ERR413576	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEp-2	http://www.ebi.ac.uk/efo/EFO_0006438	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0001416	not available		not available		not available		EMEM, 10% FBS, 2mM Glutamine		90% FBS, 10% DMSO		HEp-2	http://www.ebi.ac.uk/efo/EFO_0006438	uterine cervix	http://purl.obolibrary.org/obo/UBERON_0000002	cervical adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0001416	Yes
ERR413577	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEY	http://www.ebi.ac.uk/efo/EFO_0006580	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS ; 10% DMSO		HEY	http://www.ebi.ac.uk/efo/EFO_0006580	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	Yes
ERR413578	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HGC-27	http://www.ebi.ac.uk/efo/EFO_0006581	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HGC-27	http://www.ebi.ac.uk/efo/EFO_0006581	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413579	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HL-60	http://www.ebi.ac.uk/efo/EFO_0002793	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	not available		not available		not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HL-60	http://www.ebi.ac.uk/efo/EFO_0002793	blood	http://purl.obolibrary.org/obo/UBERON_0000178	leukemia	http://www.ebi.ac.uk/efo/EFO_0000565	Yes
ERR413580	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HM7	http://www.ebi.ac.uk/efo/EFO_0006787	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS, 10% DMSO		HM7	http://www.ebi.ac.uk/efo/EFO_0006787	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413581	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HMY-1	http://www.ebi.ac.uk/efo/EFO_0006582	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	62 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Japanese	http://purl.obolibrary.org/obo/HANCESTRO_0019	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HMY-1	http://www.ebi.ac.uk/efo/EFO_0006582	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413582	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HN		head-neck	http://purl.obolibrary.org/obo/UBERON_0000033 http://purl.obolibrary.org/obo/UBERON_0000974	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	oral cavity	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HN		oral cavity	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	Yes
ERR413583	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HNT-34	http://www.ebi.ac.uk/efo/EFO_0006583	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	47 year		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HNT-34	http://www.ebi.ac.uk/efo/EFO_0006583	blood	http://purl.obolibrary.org/obo/UBERON_0000178	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
ERR413584	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HOP-62	http://www.ebi.ac.uk/efo/EFO_0006439	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HOP-62	http://www.ebi.ac.uk/efo/EFO_0006439	lung	http://purl.obolibrary.org/obo/UBERON_0002048	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
ERR413585	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HOP-92	http://www.ebi.ac.uk/efo/EFO_0006440	lung	http://purl.obolibrary.org/obo/UBERON_0002048	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	lung	http://purl.obolibrary.org/obo/UBERON_0002048	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HOP-92	http://www.ebi.ac.uk/efo/EFO_0006440	lung	http://purl.obolibrary.org/obo/UBERON_0002048	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
ERR413586	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HPAC	http://www.ebi.ac.uk/efo/EFO_0002197	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	64 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		HPAC	http://www.ebi.ac.uk/efo/EFO_0002197	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	Yes
ERR413587	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HPAF-II	http://www.ebi.ac.uk/efo/EFO_0002198	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	not available		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		HPAF-II	http://www.ebi.ac.uk/efo/EFO_0002198	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	No
ERR413588	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 255.T	http://www.ebi.ac.uk/efo/EFO_0006584	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	46 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 255.T	http://www.ebi.ac.uk/efo/EFO_0006584	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413589	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 294T	http://www.ebi.ac.uk/efo/EFO_0006585	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 294T	http://www.ebi.ac.uk/efo/EFO_0006585	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413590	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 38.T	http://www.ebi.ac.uk/efo/EFO_0006586	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian teratoma	http://www.ebi.ac.uk/efo/EFO_0006463	not available		female	http://purl.obolibrary.org/obo/PATO_0000383	not available		DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 38.T	http://www.ebi.ac.uk/efo/EFO_0006586	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovarian teratoma	http://www.ebi.ac.uk/efo/EFO_0006463	Yes
ERR413591	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 578T	http://www.ebi.ac.uk/efo/EFO_0001192	breast	http://purl.obolibrary.org/obo/UBERON_0000310	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	74 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 578T	http://www.ebi.ac.uk/efo/EFO_0001192	breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	Yes
ERR413592	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 675.T	http://www.ebi.ac.uk/efo/EFO_0006587	colo-rectal		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	not available		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 675.T	http://www.ebi.ac.uk/efo/EFO_0006587	colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
ERR413593	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 683	http://www.ebi.ac.uk/efo/EFO_0006441	brain	http://purl.obolibrary.org/obo/UBERON_0000955	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	not available		not available		not available		DMEM, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		Hs 683	http://www.ebi.ac.uk/efo/EFO_0006441	brain	http://purl.obolibrary.org/obo/UBERON_0000955	glioma	http://www.ebi.ac.uk/efo/EFO_0000326	Yes
ERR413594	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 695T	http://www.ebi.ac.uk/efo/EFO_0006588	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 695T	http://www.ebi.ac.uk/efo/EFO_0006588	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413595	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 69ST		zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		not determined		not determined		Hs 69ST		zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	No
ERR413596	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 746T	http://www.ebi.ac.uk/efo/EFO_0006589	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	not available		not available		not available		DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 746T	http://www.ebi.ac.uk/efo/EFO_0006589	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
ERR413597	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 766T	http://www.ebi.ac.uk/efo/EFO_0006590	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	46 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% FBS, 2mM L-Glutamine		90% FBS; 10% DMSO		Hs 766T	http://www.ebi.ac.uk/efo/EFO_0006590	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreatic carcinoma	http://www.ebi.ac.uk/efo/EFO_0002618	No
ERR413598	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 839.T	http://www.ebi.ac.uk/efo/EFO_0006591	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	42 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640 10% FBS, 2mM L-Gln		Complete growth medium, 90%; DMSO, 10%		Hs 839.T	http://www.ebi.ac.uk/efo/EFO_0006591	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413599	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 852.T	http://www.ebi.ac.uk/efo/EFO_0006592	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		RPMI-1640, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 852.T	http://www.ebi.ac.uk/efo/EFO_0006592	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413600	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 895.T	http://www.ebi.ac.uk/efo/EFO_0006593	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	48 year		female	http://purl.obolibrary.org/obo/PATO_0000383	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	DMEM, 10% FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		Hs 895.T	http://www.ebi.ac.uk/efo/EFO_0006593	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413601	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 936.T	http://www.ebi.ac.uk/efo/EFO_0006594	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		not determined		not determined		Hs 936.T	http://www.ebi.ac.uk/efo/EFO_0006594	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413602	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 940.T	http://www.ebi.ac.uk/efo/EFO_0006595	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	not available		not available		not available		not determined		not determined		Hs 940.T	http://www.ebi.ac.uk/efo/EFO_0006595	zone of skin	http://purl.obolibrary.org/obo/UBERON_0000014	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
ERR413603	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HS-Sultan	http://www.ebi.ac.uk/efo/EFO_0002199	lymphoid		not applicable	http://purl.obolibrary.org/obo/NCIT_C48660	blood	http://purl.obolibrary.org/obo/UBERON_0000178	lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	7 year		male	http://purl.obolibrary.org/obo/PATO_0000384	African	http://purl.obolibrary.org/obo/HANCESTRO_0010	RPMI-1640, 10% HI FBS, 2mM L-Glutamine		Complete growth medium, 90%; DMSO, 10%		HS-Sultan	http://www.ebi.ac.uk/efo/EFO_0002199	blood	http://purl.obolibrary.org/obo/UBERON_0000178	lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	No
ERR413604	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HT		lymphoid		ascites	http://purl.obolibrary.org/obo/HP_0001541	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	diffuse mixed lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	70 year		male	http://purl.obolibrary.org/obo/PATO_0000384	Caucasian	http://purl.obolibrary.org/obo/HANCESTRO_0005	RPMI-1640, 10% HI FBS, 2mM Glutamine		90% Complete Growth Media; 10% DMSO		HT		lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	diffuse mixed lymphoma	http://www.ebi.ac.uk/efo/EFO_0000574	Yes
