source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[Condition BioReplicate]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[Condition BioReplicate]
PXD001064-Sample-195	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-50-A	1	cell	run 195	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_017_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_017_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-50-A
PXD001064-Sample-196	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-50-A	1	cell	run 196	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_007_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_007_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-50-A
PXD001064-Sample-197	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-50-B	1	cell	run 197	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_018_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_018_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-50-B
PXD001064-Sample-198	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-50-B	1	cell	run 198	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_015_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_015_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-50-B
PXD001064-Sample-199	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-01-A	1	cell	run 199	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_011_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_011_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-01-A
PXD001064-Sample-200	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-01-A	1	cell	run 200	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_031_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_031_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-01-A
PXD001064-Sample-201	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-01-B	1	cell	run 201	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130220_012_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130220_012_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-01-B
PXD001064-Sample-202	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-01-B	1	cell	run 202	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_005_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-01-B
PXD001064-Sample-203	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-51-A	1	cell	run 203	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_014_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-51-A
PXD001064-Sample-204	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-51-A	1	cell	run 204	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_040_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_040_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-51-A
PXD001064-Sample-205	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-51-B	1	cell	run 205	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_025_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_025_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-51-B
PXD001064-Sample-206	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-51-B	1	cell	run 206	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_024_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_024_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-51-B
PXD001064-Sample-207	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-52-A	1	cell	run 207	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_019_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_019_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-52-A
PXD001064-Sample-208	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-52-A	1	cell	run 208	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_007_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_007_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-52-A
PXD001064-Sample-209	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-52-B	1	cell	run 209	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_007_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_007_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-52-B
PXD001064-Sample-210	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-52-B	1	cell	run 210	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_016_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_016_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-52-B
PXD001064-Sample-211	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-53-A	1	cell	run 211	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-53-A
PXD001064-Sample-212	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-53-A	1	cell	run 212	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_032_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_032_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-53-A
PXD001064-Sample-213	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-53-B	1	cell	run 213	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130319_009_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130319_009_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-53-B
PXD001064-Sample-214	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-53-B	1	cell	run 214	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_033_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_033_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-53-B
PXD001064-Sample-215	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-54-A	1	cell	run 215	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_010_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_010_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-54-A
PXD001064-Sample-216	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-54-A	1	cell	run 216	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_014_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_014_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-54-A
PXD001064-Sample-217	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-54-B	1	cell	run 217	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_042_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_042_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-54-B
PXD001064-Sample-218	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-54-B	1	cell	run 218	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130308_015_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130308_015_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-54-B
PXD001064-Sample-219	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-55-A	1	cell	run 219	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_026_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_026_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-55-A
PXD001064-Sample-220	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-55-A	1	cell	run 220	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_003_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-55-A
PXD001064-Sample-221	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-55-B	1	cell	run 221	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_027_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_027_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-55-B
PXD001064-Sample-222	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-55-B	1	cell	run 222	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_004_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-55-B
PXD001064-Sample-223	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-56-A	1	cell	run 223	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_006_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-56-A
PXD001064-Sample-224	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-56-A	1	cell	run 224	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_034_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_034_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-56-A
PXD001064-Sample-225	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-56-B	1	cell	run 225	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130313_013_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130313_013_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-56-B
PXD001064-Sample-226	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-56-B	1	cell	run 226	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_035_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_035_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-56-B
PXD001064-Sample-227	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-57-A	1	cell	run 227	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_004_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-57-A
PXD001064-Sample-228	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-57-A	1	cell	run 228	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_024_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_024_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-57-A
PXD001064-Sample-229	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-57-B	1	cell	run 229	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130124_022_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130124_022_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-57-B
PXD001064-Sample-230	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-57-B	1	cell	run 230	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130104_025_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130104_025_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-57-B
PXD001064-Sample-231	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-58-A	1	cell	run 231	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130109_017_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130109_017_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-58-A
PXD001064-Sample-232	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-58-A	1	cell	run 232	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130116_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130116_004_SW.mzML	2	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-58-A
PXD001064-Sample-233	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	CNT Twin pair-58-B	1	cell	run 233	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	yanliu_L130211_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001064/yanliu_L130211_005_SW.mzML	1	1	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not available	50 ppm	0.5 Da	CNT Twin pair-58-B
