source Name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD012636-Sample-110	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 110	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-111	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 111	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-112	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 112	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-113	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 113	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-114	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 114	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_12_150714025304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Atria_Fraction_12_150714025304.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-115	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 115	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-116	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 116	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_2_150710195641.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_2_150710195641.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-117	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 117	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-118	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 118	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_4_150710154747.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_4_150710154747.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-119	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 119	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-120	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 120	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-121	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 121	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-122	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 122	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-123	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 123	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-124	Equus caballus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 124	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Horse_Heart_3_Right_Ventricle_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Equus caballus
PXD012636-Sample-125	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 125	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-126	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 126	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-127	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 127	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-128	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 128	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-129	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 129	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-130	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 130	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-131	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 131	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-132	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 132	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-133	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 133	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-134	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 134	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-135	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 135	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-136	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 136	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-137	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 137	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
PXD012636-Sample-138	Mus musculus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 138	proteomic profiling by mass spectrometry	20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151012_QE7_UPLC11_PCP_SA_Mouse_Heart_4_Left_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Mus musculus
