source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD008468-Sample-217	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC2	proteomic profiling by mass spectrometry	Sample_29_GC2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008684Sample_29_GC2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:223"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-218	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC3	proteomic profiling by mass spectrometry	Sample_29_GC3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008685Sample_29_GC3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:224"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-219	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC4	proteomic profiling by mass spectrometry	Sample_29_GC4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008686Sample_29_GC4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:225"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-220	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC5	proteomic profiling by mass spectrometry	Sample_29_GC5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008687Sample_29_GC5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:226"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-221	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC6	proteomic profiling by mass spectrometry	Sample_29_GC6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008688Sample_29_GC6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:227"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-222	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC7	proteomic profiling by mass spectrometry	Sample_29_GC7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008689Sample_29_GC7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:228"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-223	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC8	proteomic profiling by mass spectrometry	Sample_29_GC8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008690Sample_29_GC8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:229"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-224	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_29_GC9	proteomic profiling by mass spectrometry	Sample_29_GC9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008691Sample_29_GC9.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:230"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-225	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB2	proteomic profiling by mass spectrometry	Sample_2_GB2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008692Sample_2_GB2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:231"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-226	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB3	proteomic profiling by mass spectrometry	Sample_2_GB3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008693Sample_2_GB3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:232"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-227	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB4	proteomic profiling by mass spectrometry	Sample_2_GB4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008694Sample_2_GB4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:233"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-228	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB5	proteomic profiling by mass spectrometry	Sample_2_GB5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008695Sample_2_GB5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:234"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-229	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB6	proteomic profiling by mass spectrometry	Sample_2_GB6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008696Sample_2_GB6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:235"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-230	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB7	proteomic profiling by mass spectrometry	Sample_2_GB7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008697Sample_2_GB7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:236"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-231	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_2_GB8	proteomic profiling by mass spectrometry	Sample_2_GB8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008698Sample_2_GB8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:237"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-232	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD10	proteomic profiling by mass spectrometry	Sample_30_GD10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008699Sample_30_GD10.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:238"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-233	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD11	proteomic profiling by mass spectrometry	Sample_30_GD11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008700Sample_30_GD11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:239"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-234	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD2	proteomic profiling by mass spectrometry	Sample_30_GD2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008701Sample_30_GD2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:240"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-235	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD3	proteomic profiling by mass spectrometry	Sample_30_GD3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008702Sample_30_GD3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:241"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-236	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD4	proteomic profiling by mass spectrometry	Sample_30_GD4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008703Sample_30_GD4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:242"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-237	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD5	proteomic profiling by mass spectrometry	Sample_30_GD5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008704Sample_30_GD5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:243"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-238	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD6	proteomic profiling by mass spectrometry	Sample_30_GD6.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008705Sample_30_GD6.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:244"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-239	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD7	proteomic profiling by mass spectrometry	Sample_30_GD7.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008706Sample_30_GD7.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:245"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-240	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD8	proteomic profiling by mass spectrometry	Sample_30_GD8.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008707Sample_30_GD8.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:246"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-241	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_30_GD9	proteomic profiling by mass spectrometry	Sample_30_GD9.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008708Sample_30_GD9.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:247"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-242	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE10	proteomic profiling by mass spectrometry	Sample_31_GE10.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008709Sample_31_GE10.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:248"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-243	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE11	proteomic profiling by mass spectrometry	Sample_31_GE11.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008710Sample_31_GE11.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:249"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-244	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE2	proteomic profiling by mass spectrometry	Sample_31_GE2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008711Sample_31_GE2.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:250"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-245	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE3	proteomic profiling by mass spectrometry	Sample_31_GE3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008712Sample_31_GE3.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:251"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-246	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE4	proteomic profiling by mass spectrometry	Sample_31_GE4.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008713Sample_31_GE4.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:252"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
PXD008468-Sample-247	Homo sapiens	blood plasma		not applicable	not applicable	not applicable	not applicable	not applicable		no depletion		no aplicable	Sample_31_GE5	proteomic profiling by mass spectrometry	Sample_31_GE5.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD008714Sample_31_GE5.raw		AC=PRIDE:0000554; NT= Hydrophilic interaction chromatography (HILIC)			NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:253"	AC=MS:1000422;NT=HCD	30 NCE	8 ppm	0.05 Da	blood plasma
