source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[cause of death]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
MSV000087095-Sample-82	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	82	ms run 190	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LVFT_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LVFT_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-83	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	83	ms run 191	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LVFT_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LVFT_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-84	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	84	ms run 192	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774LVFT_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774LVFT_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 193	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM10_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM10_001.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 194	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM10_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM10_002.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 195	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM10_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM10_003.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 196	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM1_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM1_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 197	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM1_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM1_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 198	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM1_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM1_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 199	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM2_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM2_001.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 200	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM2_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM2_002.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 201	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM2_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM2_003.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 202	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM3_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM3_001.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 203	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM3_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM3_002.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 204	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM3_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM3_003.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 205	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM4_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM4_001.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 206	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM4_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM4_002.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 207	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM4_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM4_003.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 208	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM5_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM5_001.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 209	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM5_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM5_002.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 210	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM5_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM5_003.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 211	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM6_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM6_001.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 212	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM6_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM6_002.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 213	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM6_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM6_003.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 214	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM7_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM7_001.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 215	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM7_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM7_002.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 216	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM7_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM7_003.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 217	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM8_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM8_001.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 218	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM8_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM8_002.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 219	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM8_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM8_003.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-85	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	85	ms run 220	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM9_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM9_001.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-86	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	86	ms run 221	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM9_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM9_002.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-87	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	87	ms run 222	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCM9_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCM9_003.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-88	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	88	ms run 223	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCMFT_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCMFT_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-89	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	89	ms run 224	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCMFT_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCMFT_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-90	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	90	ms run 225	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RCMFT_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RCMFT_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-91	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	91	ms run 226	proteomic profiling by mass spectrometry	993_Mercury_20210224_125_136_7774RV10_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20210224_125_136_7774RV10_001.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
