source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[individual]
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 78	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	6	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 78	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	6	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 78	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	6	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 78	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr06.raw	6	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 79	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr07.raw	7	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 80	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr08.raw	8	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
PXD010899-Sample 12	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 10	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT127N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 10
PXD010899-Sample 13	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 11	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT127C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 11
PXD010899-Sample 14	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 12	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT128N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 12
PXD010899-Sample 15	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 13	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT128C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 13
PXD010899-Sample 16	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 14	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT129N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 14
PXD010899-Sample 17	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 15	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT129C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 15
PXD010899-Sample 18	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 16	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT130N	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 16
PXD010899-Sample 19	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT130C	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 20	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	Norm	1	3.0-10.0	1mg	run 81	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr09.raw	9	TMT131	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Norm
PXD010899-Sample 11	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	normal	donor 9	1	3.0-10.0	1mg	run 82	proteomic profiling by mass spectrometer	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr10.raw	10	TMT126	1	NT=Trypsin; AC=MS:1001251	NT=Q-Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	donor 9
