source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[disease]
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run562	NT=label free sample;AC=MS:1002038	Ambs_14470_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_02.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run563	NT=label free sample;AC=MS:1002038	Ambs_14470_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_03.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run564	NT=label free sample;AC=MS:1002038	Ambs_14470_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_04.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run565	NT=label free sample;AC=MS:1002038	Ambs_14470_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_05.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run566	NT=label free sample;AC=MS:1002038	Ambs_14470_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_06.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run567	NT=label free sample;AC=MS:1002038	Ambs_14470_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_07.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run568	NT=label free sample;AC=MS:1002038	Ambs_14470_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_08.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run569	NT=label free sample;AC=MS:1002038	Ambs_14470_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_09.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run570	NT=label free sample;AC=MS:1002038	Ambs_14470_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_10.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run571	NT=label free sample;AC=MS:1002038	Ambs_14470_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_11.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run572	NT=label free sample;AC=MS:1002038	Ambs_14470_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_12.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run573	NT=label free sample;AC=MS:1002038	Ambs_14470_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_13.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run574	NT=label free sample;AC=MS:1002038	Ambs_14470_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_14.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run575	NT=label free sample;AC=MS:1002038	Ambs_14470_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_15.RAW	breast cancer
PXD005692-Sample 36	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run576	NT=label free sample;AC=MS:1002038	Ambs_14470_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_14470_16.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run577	NT=label free sample;AC=MS:1002038	Ambs_15120_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_01.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run578	NT=label free sample;AC=MS:1002038	Ambs_15120_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_02.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run579	NT=label free sample;AC=MS:1002038	Ambs_15120_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_03.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run580	NT=label free sample;AC=MS:1002038	Ambs_15120_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_04.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run581	NT=label free sample;AC=MS:1002038	Ambs_15120_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_05.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run582	NT=label free sample;AC=MS:1002038	Ambs_15120_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_06.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run583	NT=label free sample;AC=MS:1002038	Ambs_15120_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_07.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run584	NT=label free sample;AC=MS:1002038	Ambs_15120_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_08.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run585	NT=label free sample;AC=MS:1002038	Ambs_15120_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_09.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run586	NT=label free sample;AC=MS:1002038	Ambs_15120_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_10.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run587	NT=label free sample;AC=MS:1002038	Ambs_15120_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_11.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run588	NT=label free sample;AC=MS:1002038	Ambs_15120_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_12.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run589	NT=label free sample;AC=MS:1002038	Ambs_15120_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_13.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run590	NT=label free sample;AC=MS:1002038	Ambs_15120_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_14.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run591	NT=label free sample;AC=MS:1002038	Ambs_15120_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_15.RAW	breast cancer
PXD005692-Sample 37	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run592	NT=label free sample;AC=MS:1002038	Ambs_15120_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15120_16.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run593	NT=label free sample;AC=MS:1002038	Ambs_15121_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_01.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run594	NT=label free sample;AC=MS:1002038	Ambs_15121_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_02.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run595	NT=label free sample;AC=MS:1002038	Ambs_15121_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_03.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run596	NT=label free sample;AC=MS:1002038	Ambs_15121_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_04.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run597	NT=label free sample;AC=MS:1002038	Ambs_15121_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_05.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run598	NT=label free sample;AC=MS:1002038	Ambs_15121_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_06.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run599	NT=label free sample;AC=MS:1002038	Ambs_15121_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_07.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run600	NT=label free sample;AC=MS:1002038	Ambs_15121_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_08.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run601	NT=label free sample;AC=MS:1002038	Ambs_15121_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_09.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run602	NT=label free sample;AC=MS:1002038	Ambs_15121_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_10.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run603	NT=label free sample;AC=MS:1002038	Ambs_15121_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_11.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run604	NT=label free sample;AC=MS:1002038	Ambs_15121_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_12.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run605	NT=label free sample;AC=MS:1002038	Ambs_15121_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_13.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run606	NT=label free sample;AC=MS:1002038	Ambs_15121_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_14.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run607	NT=label free sample;AC=MS:1002038	Ambs_15121_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_15.RAW	breast cancer
PXD005692-Sample 38	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run608	NT=label free sample;AC=MS:1002038	Ambs_15121_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_15121_16.RAW	breast cancer
PXD005692-Sample 39	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run609	NT=label free sample;AC=MS:1002038	Ambs_16879_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_16879_01.RAW	breast cancer
PXD005692-Sample 39	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run610	NT=label free sample;AC=MS:1002038	Ambs_16879_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_16879_02.RAW	breast cancer
PXD005692-Sample 39	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run611	NT=label free sample;AC=MS:1002038	Ambs_16879_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_16879_03.RAW	breast cancer
PXD005692-Sample 39	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run612	NT=label free sample;AC=MS:1002038	Ambs_16879_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_16879_04.RAW	breast cancer
