source Name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	Material Type	characteristics[biological replicate]	comment[data file]	comment[file uri]	assay name	comment[fraction identifier]	comment[technical replicate]	technology type	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[collision energy]	Factor Value[Material Type]
PXD003492-Sample-162	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F3_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F3_1.raw	run 162	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-163	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F3_2.raw	run 163	3	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-164	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F4_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F4_1.raw	run 164	4	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-165	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F4_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F4_2.raw	run 165	4	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-166	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F5_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F5_1.raw	run 166	5	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-167	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F5_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F5_2.raw	run 167	5	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-168	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F6_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F6_1.raw	run 168	6	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-169	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F6_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F6_2.raw	run 169	6	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-170	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F7_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F7_1.raw	run 170	7	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-171	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F7_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F7_2.raw	run 171	7	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-172	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F8_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F8_1.raw	run 172	8	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-173	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F8_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F8_2.raw	run 173	8	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-174	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F9_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F9_1.raw	run 174	9	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-175	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F9_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F9_2.raw	run 175	9	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-176	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F10_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F10_1.raw	run 176	10	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-177	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F10_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F10_2.raw	run 177	10	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-178	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F11_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F11_1.raw	run 178	11	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-179	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F11_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F11_2.raw	run 179	11	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-180	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F12_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F12_1.raw	run 180	12	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-181	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_GP_B4_F12_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_GP_B4_F12_2.raw	run 181	12	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-182	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A1_Q1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A1_Q1.raw	run 182	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-183	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A1_V1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A1_V1.raw	run 183	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-184	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A1_V2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A1_V2.raw	run 184	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-185	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A2_Q1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A2_Q1.raw	run 185	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-186	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A2_Q1a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A2_Q1a.raw	run 186	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-187	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A2_Q2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A2_Q2.raw	run 187	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-188	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A2_V1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A2_V1.raw	run 188	4	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-189	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_A2_V2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_A2_V2.raw	run 189	5	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-190	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_B1_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_B1_1.raw	run 190	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-191	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_BCRstim_pY_B1_Q2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_BCRstim_pY_B1_Q2.raw	run 191	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
