source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[xenograft]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[disease]
PDC000124-Sample-11	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-12	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-13	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-14	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-15	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-16	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-17	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-18	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-19	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-20	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run44	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f20.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=BYcZtITvxIW0UtLktu-1IuAwSH~hSyuIkKmgN5cmBvWujm--an-ZnAw8SMhadp~uQSSUnG0R-mjg1kYXdjqnjIwg3qbhxcSrdVcCkl31W4doQqO4~fJ5CRssEnfq1WSYSdl-UoWydgI1~2OsVJkj~3ELbkI16jlnUmR6BeiDglur9VT-rENNhcdvDTT4DWmI1OLxouJHu4RInZXpEMn6PZHkBfZTSBvKrp3M1qUTCKjEz75s2w3bHAouNFqE~k1rbcLAiRVpBoh8NPLnDFBWvjoWy~zxRp0ZpF7lq2hiXEVkbMKaw6ZKJxdRSRbGrazExOmkUom-QDmTz0peqQDSrQ__	1	20	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-11	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run45	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CE8W0V3iOU7~J7zM5RTGg5UmRVpt7ERDxRL-rKU-I8ny8g~rbHjUFkAFcGm98w8~7IVUHQP8OgTH43Kx6is~9nNqPsiZQaluyUryIMhnA-rXDHwjGdfzD~rSErHDapgRRf4bElm3qbkS-2T9Sn8blxvPG1sP9fPQfIoQ9wXd~QKDX7QCJNBulRSKOm29ht8M312FYmxsSx8~jw-RGXECiPfF4-~BxAMNOsh25vTBtogcEQHiKywuVHDk-7B2nH5jzfkhbPKxsga4lLJJO-HxDXR1SFlzTHmwRICRge9VUfZ7ndwmmrqjhsko00YM6cuMpnIy6ifP8fki7tJgY38yUw__	1	21	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-12	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run45	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CE8W0V3iOU7~J7zM5RTGg5UmRVpt7ERDxRL-rKU-I8ny8g~rbHjUFkAFcGm98w8~7IVUHQP8OgTH43Kx6is~9nNqPsiZQaluyUryIMhnA-rXDHwjGdfzD~rSErHDapgRRf4bElm3qbkS-2T9Sn8blxvPG1sP9fPQfIoQ9wXd~QKDX7QCJNBulRSKOm29ht8M312FYmxsSx8~jw-RGXECiPfF4-~BxAMNOsh25vTBtogcEQHiKywuVHDk-7B2nH5jzfkhbPKxsga4lLJJO-HxDXR1SFlzTHmwRICRge9VUfZ7ndwmmrqjhsko00YM6cuMpnIy6ifP8fki7tJgY38yUw__	1	21	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-13	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run45	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CE8W0V3iOU7~J7zM5RTGg5UmRVpt7ERDxRL-rKU-I8ny8g~rbHjUFkAFcGm98w8~7IVUHQP8OgTH43Kx6is~9nNqPsiZQaluyUryIMhnA-rXDHwjGdfzD~rSErHDapgRRf4bElm3qbkS-2T9Sn8blxvPG1sP9fPQfIoQ9wXd~QKDX7QCJNBulRSKOm29ht8M312FYmxsSx8~jw-RGXECiPfF4-~BxAMNOsh25vTBtogcEQHiKywuVHDk-7B2nH5jzfkhbPKxsga4lLJJO-HxDXR1SFlzTHmwRICRge9VUfZ7ndwmmrqjhsko00YM6cuMpnIy6ifP8fki7tJgY38yUw__	1	21	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-14	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run45	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CE8W0V3iOU7~J7zM5RTGg5UmRVpt7ERDxRL-rKU-I8ny8g~rbHjUFkAFcGm98w8~7IVUHQP8OgTH43Kx6is~9nNqPsiZQaluyUryIMhnA-rXDHwjGdfzD~rSErHDapgRRf4bElm3qbkS-2T9Sn8blxvPG1sP9fPQfIoQ9wXd~QKDX7QCJNBulRSKOm29ht8M312FYmxsSx8~jw-RGXECiPfF4-~BxAMNOsh25vTBtogcEQHiKywuVHDk-7B2nH5jzfkhbPKxsga4lLJJO-HxDXR1SFlzTHmwRICRge9VUfZ7ndwmmrqjhsko00YM6cuMpnIy6ifP8fki7tJgY38yUw__	1	21	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-15	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run45	proteomic profiling by mass spectrometry	02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/02CPTAC_CompRef_UCEC_W_PNNL_20170922_B2S5_f21.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CE8W0V3iOU7~J7zM5RTGg5UmRVpt7ERDxRL-rKU-I8ny8g~rbHjUFkAFcGm98w8~7IVUHQP8OgTH43Kx6is~9nNqPsiZQaluyUryIMhnA-rXDHwjGdfzD~rSErHDapgRRf4bElm3qbkS-2T9Sn8blxvPG1sP9fPQfIoQ9wXd~QKDX7QCJNBulRSKOm29ht8M312FYmxsSx8~jw-RGXECiPfF4-~BxAMNOsh25vTBtogcEQHiKywuVHDk-7B2nH5jzfkhbPKxsga4lLJJO-HxDXR1SFlzTHmwRICRge9VUfZ7ndwmmrqjhsko00YM6cuMpnIy6ifP8fki7tJgY38yUw__	1	21	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
